actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,gameId
49,PT06M19.00S,1,0,,1610612737,,,0,0,0,,0,0,0,0,v,Hawks Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0,0,48,0021201218
51,PT06M19.00S,1,1610612737,ATL,203098,Jenkins,J. Jenkins,0,0,0,,0,0,0,0,v,SUB: Tolliver FOR Jenkins,Substitution,,0,0,49,0021201218
52,PT06M19.00S,1,1610612737,ATL,2052,Stevenson,D. Stevenson,0,0,0,,0,0,0,0,v,SUB: Jones FOR Stevenson,Substitution,,0,0,50,0021201218
54,PT06M05.00S,1,1610612737,ATL,2563,Jones,D. Jones,-180,61,19,Missed,1,0,0,0,v,MISS Jones 19' Jump Shot,Missed Shot,Jump Shot,0,2,51,0021201218
55,PT06M04.00S,1,1610612752,NYK,2853,Barron,E. Barron,0,0,0,,0,0,0,0,h,Barron REBOUND (Off:1 Def:2),Rebound,Unknown,0,0,52,0021201218
56,PT05M49.00S,1,1610612752,NYK,2853,Barron,E. Barron,67,142,16,Made,1,17,6,23,h,Barron 16' Jump Shot (7 PTS) (Shumpert 1 AST),Made Shot,Jump Shot,0,2,53,0021201218
57,PT05M31.00S,1,1610612737,ATL,201274,Johnson,I. Johnson,-86,162,18,Made,1,17,8,25,v,Johnson 18' Jump Shot (4 PTS) (Jones 1 AST),Made Shot,Jump Shot,0,2,54,0021201218
58,PT05M14.00S,1,1610612752,NYK,2853,Barron,E. Barron,-19,12,2,Missed,1,0,0,0,h,MISS Barron 2' Driving Layup,Missed Shot,Driving Layup Shot,0,2,55,0021201218
59,PT05M12.00S,1,1610612737,ATL,203118,Scott,M. Scott,0,0,0,,0,0,0,0,v,Scott REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,56,0021201218
61,PT05M07.00S,1,1610612737,ATL,201274,Johnson,I. Johnson,0,0,0,,0,0,0,0,v,SUB: Petro FOR Johnson,Substitution,,0,0,57,0021201218
62,PT05M07.00S,1,1610612752,NYK,200778,White,J. White,0,0,0,,0,0,0,0,h,SUB: Novak FOR White,Substitution,,0,0,58,0021201218
63,PT04M56.00S,1,1610612737,ATL,201229,Tolliver,A. Tolliver,0,0,0,,0,0,0,0,v,Tolliver Bad Pass Turnover (P1.T4),Turnover,Bad Pass,0,0,59,0021201218
63,PT04M56.00S,1,1610612752,NYK,200779,Novak,S. Novak,0,0,0,,0,0,0,0,h,Novak STEAL (1 STL),,,0,0,60,0021201218
64,PT04M49.00S,1,1610612752,NYK,203142,Copeland,C. Copeland,-217,112,24,Made,1,20,8,28,h,Copeland 24' 3PT Jump Shot (5 PTS) (Shumpert 2 AST),Made Shot,Jump Shot,0,3,61,0021201218
65,PT04M30.00S,1,1610612737,ATL,202714,Mack,S. Mack,-15,-2,2,Made,1,20,10,30,v,Mack 2' Driving Reverse Layup (2 PTS),Made Shot,Driving Reverse Layup Shot,0,2,62,0021201218
66,PT04M10.00S,1,1610612752,NYK,203143,Prigioni,P. Prigioni,-10,-6,1,Made,1,22,10,32,h,Prigioni 1' Reverse Layup (8 PTS) (Barron 1 AST),Made Shot,Reverse Layup Shot,0,2,63,0021201218
67,PT03M51.00S,1,1610612737,ATL,201229,Tolliver,A. Tolliver,220,118,25,Missed,1,0,0,0,v,MISS Tolliver 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,64,0021201218
68,PT03M50.00S,1,1610612752,NYK,202697,Shumpert,I. Shumpert,0,0,0,,0,0,0,0,h,Shumpert REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,65,0021201218
69,PT03M43.00S,1,1610612752,NYK,203142,Copeland,C. Copeland,0,0,0,,0,0,0,0,h,Copeland Lost Ball Turnover (P2.T3),Turnover,Lost Ball,0,0,66,0021201218
69,PT03M43.00S,1,1610612737,ATL,101130,Petro,J. Petro,0,0,0,,0,0,0,0,v,Petro STEAL (1 STL),,,0,0,67,0021201218
70,PT03M40.00S,1,1610612752,NYK,203143,Prigioni,P. Prigioni,0,0,0,,0,0,0,0,h,Prigioni P.FOUL (P1.T1),Foul,Personal,0,0,68,0021201218
71,PT03M40.00S,1,1610612737,ATL,202714,Mack,S. Mack,0,0,0,,0,0,0,0,v,SUB: Jenkins FOR Mack,Substitution,,0,0,69,0021201218
72,PT03M40.00S,1,1610612752,NYK,202697,Shumpert,I. Shumpert,0,0,0,,0,0,0,0,h,SUB: Richardson FOR Shumpert,Substitution,,0,0,70,0021201218
73,PT03M32.00S,1,1610612737,ATL,203098,Jenkins,J. Jenkins,20,3,2,Made,1,22,12,34,v,Jenkins 2' Layup (4 PTS) (Petro 1 AST),Made Shot,Layup Shot,0,2,71,0021201218
74,PT03M17.00S,1,1610612752,NYK,200779,Novak,S. Novak,-213,20,21,Missed,1,0,0,0,h,MISS Novak 21' Jump Shot,Missed Shot,Jump Shot,0,2,72,0021201218
75,PT03M14.00S,1,1610612737,ATL,101130,Petro,J. Petro,0,0,0,,0,0,0,0,v,Petro REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,73,0021201218
76,PT02M55.00S,1,1610612737,ATL,2563,Jones,D. Jones,0,0,0,,0,0,0,0,v,Jones Bad Pass Turnover (P1.T5),Turnover,Bad Pass,0,0,74,0021201218
76,PT02M55.00S,1,1610612752,NYK,203143,Prigioni,P. Prigioni,0,0,0,,0,0,0,0,h,Prigioni STEAL (1 STL),,,0,0,75,0021201218
77,PT02M32.00S,1,1610612752,NYK,203142,Copeland,C. Copeland,-210,-3,21,Missed,1,0,0,0,h,MISS Copeland 21' Jump Shot,Missed Shot,Jump Shot,0,2,76,0021201218
78,PT02M30.00S,1,1610612737,ATL,101130,Petro,J. Petro,0,0,0,,0,0,0,0,v,Petro REBOUND (Off:0 Def:2),Rebound,Unknown,0,0,77,0021201218
79,PT02M23.00S,1,1610612737,ATL,203098,Jenkins,J. Jenkins,195,170,26,Missed,1,0,0,0,v,MISS Jenkins 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,78,0021201218
80,PT02M21.00S,1,1610612752,NYK,2853,Barron,E. Barron,0,0,0,,0,0,0,0,h,Barron REBOUND (Off:1 Def:3),Rebound,Unknown,0,0,79,0021201218
81,PT02M17.00S,1,0,,1610612752,,,0,0,0,,0,0,0,0,h,KNICKS Timeout: Regular (Full 1 Short 0),Timeout,Regular,0,0,80,0021201218
83,PT02M17.00S,1,1610612737,ATL,203118,Scott,M. Scott,0,0,0,,0,0,0,0,v,SUB: Johnson FOR Scott,Substitution,,0,0,81,0021201218
85,PT02M17.00S,1,1610612752,NYK,2853,Barron,E. Barron,0,0,0,,0,0,0,0,h,SUB: White FOR Barron,Substitution,,0,0,82,0021201218
86,PT02M09.00S,1,1610612737,ATL,101130,Petro,J. Petro,0,0,0,,0,0,0,0,v,Petro S.FOUL (P1.T2),Foul,Shooting,0,0,83,0021201218
87,PT02M09.00S,1,1610612752,NYK,203142,Copeland,C. Copeland,0,0,0,,0,23,12,35,h,Copeland Free Throw 1 of 2 (6 PTS),Free Throw,Free Throw 1 of 2,0,0,84,0021201218
89,PT02M09.00S,1,1610612752,NYK,203142,Copeland,C. Copeland,0,0,0,,0,0,0,0,h,MISS Copeland Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0,85,0021201218
91,PT02M07.00S,1,1610612737,ATL,101130,Petro,J. Petro,0,0,0,,0,0,0,0,v,Petro REBOUND (Off:0 Def:3),Rebound,Unknown,0,0,86,0021201218
92,PT01M55.00S,1,1610612737,ATL,201274,Johnson,I. Johnson,0,0,0,,0,0,0,0,v,Johnson Lost Ball Turnover (P2.T6),Turnover,Lost Ball,0,0,87,0021201218
92,PT01M55.00S,1,1610612752,NYK,203142,Copeland,C. Copeland,0,0,0,,0,0,0,0,h,Copeland STEAL (1 STL),,,0,0,88,0021201218
93,PT01M48.00S,1,1610612752,NYK,2047,Richardson,Q. Richardson,0,0,0,,0,0,0,0,h,Richardson Bad Pass Turnover (P1.T4),Turnover,Bad Pass,0,0,89,0021201218
93,PT01M48.00S,1,1610612737,ATL,203098,Jenkins,J. Jenkins,0,0,0,,0,0,0,0,v,Jenkins STEAL (1 STL),,,0,0,90,0021201218
94,PT01M44.00S,1,1610612737,ATL,203098,Jenkins,J. Jenkins,9,15,2,Made,1,23,14,37,v,Jenkins 2' Driving Layup (6 PTS),Made Shot,Driving Layup Shot,0,2,91,0021201218
95,PT01M33.00S,1,1610612752,NYK,203143,Prigioni,P. Prigioni,0,0,0,,0,0,0,0,h,Prigioni Bad Pass Turnover (P1.T5),Turnover,Bad Pass,0,0,92,0021201218
95,PT01M33.00S,1,1610612737,ATL,201274,Johnson,I. Johnson,0,0,0,,0,0,0,0,v,Johnson STEAL (1 STL),,,0,0,93,0021201218
96,PT01M29.00S,1,1610612752,NYK,200779,Novak,S. Novak,0,0,0,,0,0,0,0,h,Novak S.FOUL (P1.T2),Foul,Shooting,0,0,94,0021201218
97,PT01M29.00S,1,1610612737,ATL,2563,Jones,D. Jones,0,0,0,,0,23,15,38,v,Jones Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,0,0,95,0021201218
99,PT01M29.00S,1,1610612737,ATL,2563,Jones,D. Jones,0,0,0,,0,23,16,39,v,Jones Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,0,0,96,0021201218
101,PT01M07.00S,1,1610612752,NYK,200779,Novak,S. Novak,206,154,26,Missed,1,0,0,0,h,MISS Novak 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,97,0021201218
102,PT01M05.00S,1,1610612737,ATL,101130,Petro,J. Petro,0,0,0,,0,0,0,0,v,Petro REBOUND (Off:0 Def:4),Rebound,Unknown,0,0,98,0021201218
103,PT00M52.80S,1,1610612737,ATL,201229,Tolliver,A. Tolliver,237,-17,24,Missed,1,0,0,0,v,MISS Tolliver 24' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,99,0021201218
104,PT00M51.40S,1,1610612752,NYK,2047,Richardson,Q. Richardson,0,0,0,,0,0,0,0,h,Richardson REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,100,0021201218
105,PT00M51.40S,1,0,,1610612752,,,0,0,0,,0,0,0,0,h,KNICKS Timeout: Short (Full 1 Short 1),Timeout,Short,0,0,101,0021201218
106,PT00M51.40S,1,1610612752,NYK,203143,Prigioni,P. Prigioni,0,0,0,,0,0,0,0,h,SUB: Shumpert FOR Prigioni,Substitution,,0,0,102,0021201218
108,PT00M42.80S,1,1610612752,NYK,202697,Shumpert,I. Shumpert,92,146,17,Made,1,25,16,41,h,Shumpert 17' Pullup Jump Shot (4 PTS),Made Shot,Pullup Jump shot,0,2,103,0021201218
109,PT00M31.00S,1,1610612737,ATL,203098,Jenkins,J. Jenkins,0,0,0,,0,0,0,0,v,Jenkins Palming Turnover (P1.T7),Turnover,Palming Turnover,0,0,104,0021201218
110,PT00M12.90S,1,1610612752,NYK,203142,Copeland,C. Copeland,31,192,19,Missed,1,0,0,0,h,MISS Copeland 19' Jump Shot,Missed Shot,Jump Shot,0,2,105,0021201218
111,PT00M10.90S,1,1610612752,NYK,2047,Richardson,Q. Richardson,0,0,0,,0,0,0,0,h,Richardson REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,106,0021201218
112,PT00M02.90S,1,1610612752,NYK,202697,Shumpert,I. Shumpert,0,0,0,,0,0,0,0,h,Shumpert Bad Pass Turnover (P1.T6),Turnover,Bad Pass,0,0,107,0021201218
112,PT00M02.90S,1,1610612737,ATL,201274,Johnson,I. Johnson,0,0,0,,0,0,0,0,v,Johnson STEAL (2 STL),,,0,0,108,0021201218
113,PT00M00.00S,1,0,,0,,,0,0,0,,0,25,16,41, ,End of 1st Period (8:40 PM EST),period,end,0,0,109,0021201218
115,PT12M00.00S,2,0,,0,,,0,0,0,,0,25,16,41, ,Start of 2nd Period (8:43 PM EST),period,start,0,0,110,0021201218
116,PT11M37.00S,2,1610612752,NYK,203142,Copeland,C. Copeland,111,91,14,Missed,1,0,0,0,h,MISS Copeland 14' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,0,2,111,0021201218
117,PT11M35.00S,2,1610612752,NYK,202697,Shumpert,I. Shumpert,0,0,0,,0,0,0,0,h,Shumpert REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,112,0021201218
118,PT11M28.00S,2,1610612752,NYK,2047,Richardson,Q. Richardson,201,143,25,Made,1,28,16,44,h,Richardson 25' 3PT Jump Shot (3 PTS) (Shumpert 3 AST),Made Shot,Jump Shot,0,3,113,0021201218
119,PT11M15.00S,2,1610612752,NYK,203142,Copeland,C. Copeland,0,0,0,,0,0,0,0,h,Copeland P.FOUL (P2.T1),Foul,Personal,0,0,114,0021201218
120,PT11M15.00S,2,1610612752,NYK,203142,Copeland,C. Copeland,0,0,0,,0,0,0,0,h,SUB: Barron FOR Copeland,Substitution,,0,0,115,0021201218
121,PT11M10.00S,2,1610612737,ATL,202714,Mack,S. Mack,15,6,2,Made,1,28,18,46,v,Mack 2' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,0,2,116,0021201218
122,PT10M49.00S,2,1610612752,NYK,2853,Barron,E. Barron,7,45,5,Missed,1,0,0,0,h,MISS Barron 5' Turnaround Hook Shot,Missed Shot,Turnaround Hook Shot,0,2,117,0021201218
123,PT10M47.00S,2,1610612737,ATL,101130,Petro,J. Petro,0,0,0,,0,0,0,0,v,Petro REBOUND (Off:0 Def:5),Rebound,Unknown,0,0,118,0021201218
124,PT10M35.00S,2,1610612737,ATL,201274,Johnson,I. Johnson,7,39,4,Made,1,28,20,48,v,Johnson 4' Driving Jump Shot (6 PTS),Made Shot,Driving Jump shot,0,2,119,0021201218
125,PT10M17.00S,2,1610612752,NYK,202697,Shumpert,I. Shumpert,-198,143,24,Made,1,31,20,51,h,Shumpert 24' 3PT Jump Shot (7 PTS) (White 1 AST),Made Shot,Jump Shot,0,3,120,0021201218
126,PT10M07.00S,2,1610612752,NYK,200778,White,J. White,0,0,0,,0,0,0,0,h,White S.FOUL (P1.T2),Foul,Shooting,0,0,121,0021201218
127,PT10M07.00S,2,1610612737,ATL,203098,Jenkins,J. Jenkins,0,0,0,,0,0,0,0,v,MISS Jenkins Free Throw 1 of 3,Free Throw,Free Throw 1 of 3,0,0,122,0021201218
128,PT10M07.00S,2,0,,1610612737,,,0,0,0,,0,0,0,0,v,Hawks Rebound,Rebound,Normal Rebound,0,0,123,0021201218
129,PT10M07.00S,2,1610612737,ATL,203098,Jenkins,J. Jenkins,0,0,0,,0,31,21,52,v,Jenkins Free Throw 2 of 3 (7 PTS),Free Throw,Free Throw 2 of 3,0,0,124,0021201218
131,PT10M07.00S,2,1610612737,ATL,203098,Jenkins,J. Jenkins,0,0,0,,0,31,22,53,v,Jenkins Free Throw 3 of 3 (8 PTS),Free Throw,Free Throw 3 of 3,0,0,125,0021201218
133,PT09M51.00S,2,1610612752,NYK,2853,Barron,E. Barron,-18,4,2,Missed,1,0,0,0,h,MISS Barron 2' Layup,Missed Shot,Layup Shot,0,2,126,0021201218
134,PT09M49.00S,2,1610612737,ATL,101130,Petro,J. Petro,0,0,0,,0,0,0,0,v,Petro REBOUND (Off:0 Def:6),Rebound,Unknown,0,0,127,0021201218
135,PT09M44.00S,2,1610612737,ATL,202714,Mack,S. Mack,-40,132,14,Made,1,31,24,55,v,Mack 14' Pullup Jump Shot (6 PTS),Made Shot,Pullup Jump shot,0,2,128,0021201218
136,PT09M30.00S,2,1610612752,NYK,200779,Novak,S. Novak,-205,137,25,Missed,1,0,0,0,h,MISS Novak 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,129,0021201218
137,PT09M28.00S,2,1610612737,ATL,202714,Mack,S. Mack,0,0,0,,0,0,0,0,v,Mack REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,130,0021201218
138,PT09M23.00S,2,1610612737,ATL,2052,Stevenson,D. Stevenson,-220,107,24,Missed,1,0,0,0,v,MISS Stevenson 24' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,131,0021201218
139,PT09M21.00S,2,1610612752,NYK,200779,Novak,S. Novak,0,0,0,,0,0,0,0,h,Novak REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,132,0021201218
140,PT09M14.00S,2,1610612752,NYK,202697,Shumpert,I. Shumpert,0,0,0,,0,0,0,0,h,Shumpert Bad Pass Turnover (P2.T7),Turnover,Bad Pass,0,0,133,0021201218
141,PT09M14.00S,2,1610612737,ATL,101130,Petro,J. Petro,0,0,0,,0,0,0,0,v,SUB: Tolliver FOR Petro,Substitution,,0,0,134,0021201218
142,PT08M53.00S,2,1610612737,ATL,2052,Stevenson,D. Stevenson,-175,121,21,Missed,1,0,0,0,v,MISS Stevenson 21' Jump Shot,Missed Shot,Jump Shot,0,2,135,0021201218
143,PT08M51.00S,2,1610612737,ATL,201274,Johnson,I. Johnson,0,0,0,,0,0,0,0,v,Johnson REBOUND (Off:2 Def:2),Rebound,Unknown,0,0,136,0021201218
144,PT08M50.00S,2,1610612737,ATL,201274,Johnson,I. Johnson,-18,4,2,Made,1,31,26,57,v,Johnson 2' Putback Layup (8 PTS),Made Shot,Putback Layup Shot,0,2,137,0021201218
145,PT08M35.00S,2,1610612752,NYK,2047,Richardson,Q. Richardson,228,89,24,Missed,1,0,0,0,h,MISS Richardson 24' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,138,0021201218
146,PT08M33.00S,2,1610612737,ATL,201229,Tolliver,A. Tolliver,0,0,0,,0,0,0,0,v,Tolliver REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,139,0021201218
147,PT08M28.00S,2,1610612737,ATL,203098,Jenkins,J. Jenkins,12,131,13,Made,1,31,28,59,v,Jenkins 13' Jump Shot (10 PTS),Made Shot,Jump Shot,0,2,140,0021201218
148,PT08M20.00S,2,0,,1610612752,,,0,0,0,,0,0,0,0,h,KNICKS Timeout: Regular (Full 2 Short 1),Timeout,Regular,0,0,141,0021201218
152,PT08M02.00S,2,1610612752,NYK,202697,Shumpert,I. Shumpert,-228,110,25,Missed,1,0,0,0,h,MISS Shumpert 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,142,0021201218
