actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,gameId
18,PT09M55.00S,1,1610612763,MEM,2754,Allen,T. Allen,-171,124,21,Made,1,2.0,4.0,6,h,Allen 21' Jump Shot (2 PTS) (Conley 1 AST),Made Shot,Jump Shot,0,2,19,0021201223
19,PT09M33.00S,1,1610612762,UTA,2744,Jefferson,A. Jefferson,9,4,1,Made,1,2.0,6.0,8,v,Jefferson 1' Layup (4 PTS) (Hayward 1 AST),Made Shot,Layup Shot,0,2,20,0021201223
20,PT09M10.00S,1,1610612763,MEM,201188,Gasol,M. Gasol,-109,99,15,Missed,1,,,0,h,MISS Gasol 15' Jump Shot,Missed Shot,Jump Shot,0,2,21,0021201223
21,PT09M08.00S,1,1610612763,MEM,2754,Allen,T. Allen,9,1,1,Made,1,4.0,6.0,10,h,Allen 1' Tip Shot (4 PTS),Made Shot,Tip Shot,0,2,23,0021201223
22,PT09M08.00S,1,1610612763,MEM,2754,Allen,T. Allen,0,0,0,,0,,,0,h,Allen REBOUND (Off:1 Def:0),Rebound,Unknown,0,0,22,0021201223
23,PT08M43.00S,1,1610612762,UTA,2744,Jefferson,A. Jefferson,20,4,2,Missed,1,,,0,v,MISS Jefferson 2' Layup,Missed Shot,Layup Shot,0,2,24,0021201223
23,PT08M43.00S,1,1610612763,MEM,201188,Gasol,M. Gasol,0,0,0,,0,,,0,h,Gasol BLOCK (1 BLK),,,0,2,25,0021201223
24,PT08M41.00S,1,1610612763,MEM,2216,Randolph,Z. Randolph,0,0,0,,0,,,0,h,Randolph REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,26,0021201223
25,PT08M29.00S,1,1610612763,MEM,201188,Gasol,M. Gasol,2,48,5,Missed,1,,,0,h,MISS Gasol 5' Running Hook Shot,Missed Shot,Running Hook Shot,0,2,27,0021201223
26,PT08M26.00S,1,1610612762,UTA,200794,Millsap,P. Millsap,0,0,0,,0,,,0,v,Millsap REBOUND (Off:1 Def:2),Rebound,Unknown,0,0,28,0021201223
27,PT08M15.00S,1,1610612762,UTA,200794,Millsap,P. Millsap,56,126,14,Missed,1,,,0,v,MISS Millsap 14' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,0,2,29,0021201223
28,PT08M12.00S,1,1610612763,MEM,2754,Allen,T. Allen,0,0,0,,0,,,0,h,Allen REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,30,0021201223
29,PT08M03.00S,1,1610612763,MEM,2216,Randolph,Z. Randolph,-60,30,7,Made,1,6.0,6.0,12,h,Randolph 7' Turnaround Bank Shot (2 PTS) (Allen 1 AST),Made Shot,Turnaround Bank shot,0,2,31,0021201223
30,PT07M50.00S,1,1610612762,UTA,202330,Hayward,G. Hayward,0,0,0,,0,,,0,v,Hayward Traveling Turnover (P1.T1),Turnover,Traveling,0,0,32,0021201223
31,PT07M27.00S,1,1610612763,MEM,2419,Prince,T. Prince,88,235,25,Missed,1,,,0,h,MISS Prince 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,33,0021201223
32,PT07M27.00S,1,1610612762,UTA,200794,Millsap,P. Millsap,0,0,0,,0,,,0,v,Millsap REBOUND (Off:1 Def:3),Rebound,Unknown,0,0,34,0021201223
33,PT07M16.00S,1,1610612762,UTA,2590,Williams,M. Williams,0,0,0,,0,,,0,v,Mo. Williams Bad Pass Turnover (P1.T2),Turnover,Bad Pass,0,0,35,0021201223
33,PT07M16.00S,1,1610612763,MEM,201188,Gasol,M. Gasol,0,0,0,,0,,,0,h,Gasol STEAL (1 STL),,,0,0,36,0021201223
34,PT07M11.00S,1,1610612763,MEM,201144,Conley,M. Conley,0,7,1,Made,1,8.0,6.0,14,h,Conley 1' Layup (2 PTS) (Gasol 1 AST),Made Shot,Layup Shot,0,2,37,0021201223
35,PT06M51.00S,1,1610612762,UTA,202330,Hayward,G. Hayward,140,154,21,Missed,1,,,0,v,MISS Hayward 21' Jump Shot,Missed Shot,Jump Shot,0,2,38,0021201223
36,PT06M50.00S,1,1610612763,MEM,2216,Randolph,Z. Randolph,0,0,0,,0,,,0,h,Randolph REBOUND (Off:1 Def:2),Rebound,Unknown,0,0,39,0021201223
37,PT06M34.00S,1,1610612763,MEM,2216,Randolph,Z. Randolph,94,189,21,Missed,1,,,0,h,MISS Randolph 21' Jump Shot,Missed Shot,Jump Shot,0,2,40,0021201223
38,PT06M33.00S,1,1610612762,UTA,2744,Jefferson,A. Jefferson,0,0,0,,0,,,0,v,Jefferson REBOUND (Off:0 Def:2),Rebound,Unknown,0,0,41,0021201223
39,PT06M15.00S,1,1610612763,MEM,201144,Conley,M. Conley,0,0,0,,0,,,0,h,Conley P.FOUL (P1.T1),Foul,Personal,0,0,42,0021201223
40,PT06M01.00S,1,1610612762,UTA,200751,Foye,R. Foye,78,246,26,Made,1,8.0,9.0,17,v,Foye 26' 3PT Jump Shot (3 PTS) (Jefferson 1 AST),Made Shot,Jump Shot,0,3,43,0021201223
41,PT05M40.00S,1,1610612763,MEM,2419,Prince,T. Prince,59,44,7,Made,1,10.0,9.0,19,h,Prince 7' Pullup Jump Shot (2 PTS) (Randolph 1 AST),Made Shot,Pullup Jump shot,0,2,44,0021201223
42,PT05M21.00S,1,1610612763,MEM,2754,Allen,T. Allen,0,0,0,,0,,,0,h,Allen S.FOUL (P1.T2),Foul,Shooting,0,0,45,0021201223
43,PT05M21.00S,1,0,,1610612763,,,0,0,0,,0,,,0,h,GRIZZLIES Timeout: Regular (Full 1 Short 0),Timeout,Regular,0,0,46,0021201223
45,PT05M21.00S,1,1610612762,UTA,200794,Millsap,P. Millsap,0,0,0,,0,,,0,v,SUB: Favors FOR Millsap,Substitution,,0,0,47,0021201223
46,PT05M21.00S,1,1610612762,UTA,200751,Foye,R. Foye,0,0,0,,0,10.0,10.0,20,v,Foye Free Throw 1 of 2 (4 PTS),Free Throw,Free Throw 1 of 2,0,0,48,0021201223
48,PT05M21.00S,1,1610612762,UTA,200751,Foye,R. Foye,0,0,0,,0,10.0,11.0,21,v,Foye Free Throw 2 of 2 (5 PTS),Free Throw,Free Throw 2 of 2,0,0,49,0021201223
50,PT05M08.00S,1,1610612763,MEM,201188,Gasol,M. Gasol,0,0,0,,0,,,0,h,Gasol Bad Pass Turnover (P1.T1),Turnover,Bad Pass,0,0,50,0021201223
50,PT05M08.00S,1,1610612762,UTA,202330,Hayward,G. Hayward,0,0,0,,0,,,0,v,Hayward STEAL (1 STL),,,0,0,51,0021201223
51,PT04M46.00S,1,1610612762,UTA,2590,Williams,M. Williams,-105,231,25,Missed,1,,,0,v,MISS Mo. Williams 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,52,0021201223
52,PT04M45.00S,1,1610612763,MEM,2754,Allen,T. Allen,0,0,0,,0,,,0,h,Allen REBOUND (Off:1 Def:2),Rebound,Unknown,0,0,53,0021201223
53,PT04M30.00S,1,1610612762,UTA,200751,Foye,R. Foye,0,0,0,,0,,,0,v,Foye P.FOUL (P1.T1),Foul,Personal,0,0,54,0021201223
54,PT04M30.00S,1,1610612762,UTA,202330,Hayward,G. Hayward,0,0,0,,0,,,0,v,SUB: Ma. Williams FOR Hayward,Substitution,,0,0,55,0021201223
55,PT04M30.00S,1,1610612763,MEM,2216,Randolph,Z. Randolph,0,0,0,,0,,,0,h,SUB: Davis FOR Randolph,Substitution,,0,0,56,0021201223
56,PT04M30.00S,1,1610612763,MEM,2754,Allen,T. Allen,0,0,0,,0,,,0,h,SUB: Bayless FOR Allen,Substitution,,0,0,57,0021201223
57,PT04M24.00S,1,1610612763,MEM,201144,Conley,M. Conley,20,4,2,Missed,1,,,0,h,MISS Conley 2' Running Layup,Missed Shot,Running Layup Shot,0,2,58,0021201223
58,PT04M22.00S,1,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,59,0021201223
59,PT04M15.00S,1,1610612762,UTA,101107,Williams,M. Williams,-202,1,20,Missed,1,,,0,v,MISS Ma. Williams 20' Jump Shot,Missed Shot,Jump Shot,0,2,60,0021201223
60,PT04M14.00S,1,1610612763,MEM,202334,Davis,E. Davis,0,0,0,,0,,,0,h,Davis REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,61,0021201223
61,PT04M05.00S,1,1610612763,MEM,2419,Prince,T. Prince,-168,80,19,Missed,1,,,0,h,MISS Prince 19' Step Back Jump Shot,Missed Shot,Step Back Jump shot,0,2,62,0021201223
62,PT04M03.00S,1,1610612762,UTA,101107,Williams,M. Williams,0,0,0,,0,,,0,v,Ma. Williams REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,63,0021201223
63,PT03M58.00S,1,1610612762,UTA,2590,Williams,M. Williams,0,0,0,,0,,,0,v,Mo. Williams Bad Pass Turnover (P2.T3),Turnover,Bad Pass,0,0,64,0021201223
63,PT03M58.00S,1,1610612763,MEM,201188,Gasol,M. Gasol,0,0,0,,0,,,0,h,Gasol STEAL (2 STL),,,0,0,65,0021201223
64,PT03M54.00S,1,1610612763,MEM,2419,Prince,T. Prince,0,0,0,,0,,,0,h,Prince Lost Ball Turnover (P1.T2),Turnover,Lost Ball,0,0,66,0021201223
64,PT03M54.00S,1,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors STEAL (1 STL),,,0,0,67,0021201223
65,PT03M49.00S,1,1610612762,UTA,2590,Williams,M. Williams,-97,194,22,Missed,1,,,0,v,MISS Mo. Williams 22' Pullup Jump Shot,Missed Shot,Pullup Jump shot,0,2,68,0021201223
66,PT03M46.00S,1,1610612763,MEM,201573,Bayless,J. Bayless,0,0,0,,0,,,0,h,Bayless REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,69,0021201223
67,PT03M34.00S,1,1610612763,MEM,201188,Gasol,M. Gasol,-90,75,12,Made,1,12.0,11.0,23,h,Gasol 12' Pullup Jump Shot (2 PTS) (Conley 2 AST),Made Shot,Pullup Jump shot,0,2,70,0021201223
68,PT03M03.00S,1,1610612762,UTA,2744,Jefferson,A. Jefferson,29,34,4,Missed,1,,,0,v,MISS Jefferson 4' Jump Shot,Missed Shot,Jump Shot,0,2,71,0021201223
68,PT03M03.00S,1,1610612763,MEM,202334,Davis,E. Davis,0,0,0,,0,,,0,h,Davis BLOCK (1 BLK),,,0,2,72,0021201223
69,PT02M59.00S,1,1610612762,UTA,202324,Favors,D. Favors,1,6,1,Missed,1,,,0,v,MISS Favors 1' Tip Shot,Missed Shot,Tip Shot,0,2,74,0021201223
70,PT02M59.00S,1,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,73,0021201223
71,PT02M57.00S,1,1610612762,UTA,101107,Williams,M. Williams,6,4,1,Missed,1,,,0,v,MISS Ma. Williams 1' Tip Shot,Missed Shot,Tip Shot,0,2,76,0021201223
72,PT02M57.00S,1,1610612762,UTA,101107,Williams,M. Williams,0,0,0,,0,,,0,v,Ma. Williams REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,75,0021201223
73,PT02M55.00S,1,1610612763,MEM,201188,Gasol,M. Gasol,0,0,0,,0,,,0,h,Gasol REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,79,0021201223
74,PT02M51.00S,1,1610612763,MEM,201144,Conley,M. Conley,228,-5,0,Made,1,15.0,11.0,26,h,Conley 3PT Jump Shot (5 PTS) (Bayless 1 AST),Made Shot,Jump Shot,0,3,80,0021201223
75,PT02M25.00S,1,1610612762,UTA,101107,Williams,M. Williams,4,121,12,Missed,1,,,0,v,MISS Ma. Williams 12' Running Jump Shot,Missed Shot,Running Jump Shot,0,2,81,0021201223
76,PT02M23.00S,1,1610612763,MEM,2419,Prince,T. Prince,0,0,0,,0,,,0,h,Prince REBOUND (Off:0 Def:2),Rebound,Unknown,0,0,82,0021201223
77,PT02M12.00S,1,1610612763,MEM,201188,Gasol,M. Gasol,-117,19,12,Missed,1,,,0,h,MISS Gasol 12' Jump Shot,Missed Shot,Jump Shot,0,2,83,0021201223
78,PT02M11.00S,1,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors REBOUND (Off:1 Def:2),Rebound,Unknown,0,0,84,0021201223
79,PT02M05.00S,1,0,,1610612762,,,0,0,0,,0,,,0,v,Jazz Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0,0,85,0021201223
81,PT02M55.00S,1,1610612762,UTA,101107,Williams,M. Williams,1,16,2,Missed,1,,,0,v,MISS Ma. Williams 2' Tip Shot,Missed Shot,Tip Shot,0,2,78,0021201223
82,PT02M55.00S,1,1610612762,UTA,101107,Williams,M. Williams,0,0,0,,0,,,0,v,Ma. Williams REBOUND (Off:2 Def:1),Rebound,Unknown,0,0,77,0021201223
83,PT02M05.00S,1,1610612762,UTA,2590,Williams,M. Williams,0,0,0,,0,,,0,v,SUB: Tinsley FOR Mo. Williams,Substitution,,0,0,86,0021201223
84,PT01M46.00S,1,1610612762,UTA,2744,Jefferson,A. Jefferson,20,172,17,Made,1,15.0,13.0,28,v,Jefferson 17' Jump Bank Shot (6 PTS) (Foye 1 AST),Made Shot,Jump Bank Shot,0,2,87,0021201223
85,PT01M23.00S,1,1610612763,MEM,201144,Conley,M. Conley,174,-16,17,Missed,1,,,0,h,MISS Conley 17' Jump Shot,Missed Shot,Jump Shot,0,2,88,0021201223
86,PT01M22.00S,1,1610612762,UTA,2744,Jefferson,A. Jefferson,0,0,0,,0,,,0,v,Jefferson REBOUND (Off:0 Def:3),Rebound,Unknown,0,0,89,0021201223
87,PT01M02.00S,1,1610612762,UTA,2744,Jefferson,A. Jefferson,56,61,8,Made,1,15.0,15.0,30,v,Jefferson 8' Pullup Jump Shot (8 PTS) (Tinsley 1 AST),Made Shot,Pullup Jump shot,0,2,90,0021201223
88,PT00M47.90S,1,1610612763,MEM,201188,Gasol,M. Gasol,-84,179,20,Missed,1,,,0,h,MISS Gasol 20' Jump Shot,Missed Shot,Jump Shot,0,2,91,0021201223
89,PT00M46.90S,1,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors REBOUND (Off:1 Def:3),Rebound,Unknown,0,0,92,0021201223
90,PT00M33.90S,1,1610612762,UTA,200751,Foye,R. Foye,-78,247,26,Missed,1,,,0,v,MISS Foye 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,93,0021201223
91,PT00M32.90S,1,1610612763,MEM,201188,Gasol,M. Gasol,0,0,0,,0,,,0,h,Gasol REBOUND (Off:1 Def:2),Rebound,Unknown,0,0,94,0021201223
92,PT00M22.00S,1,1610612763,MEM,201573,Bayless,J. Bayless,36,22,4,Missed,1,,,0,h,MISS Bayless 4' Jump Shot,Missed Shot,Jump Shot,0,2,95,0021201223
92,PT00M22.00S,1,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors BLOCK (1 BLK),,,0,2,96,0021201223
93,PT00M21.00S,1,1610612763,MEM,202334,Davis,E. Davis,6,4,1,Made,1,17.0,15.0,32,h,Davis 1' Tip Shot (2 PTS),Made Shot,Tip Shot,0,2,98,0021201223
94,PT00M21.00S,1,1610612763,MEM,202334,Davis,E. Davis,0,0,0,,0,,,0,h,Davis REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,97,0021201223
95,PT00M03.60S,1,1610612763,MEM,201573,Bayless,J. Bayless,0,0,0,,0,,,0,h,Bayless P.FOUL (P1.T3),Foul,Personal,0,0,99,0021201223
96,PT00M03.60S,1,1610612763,MEM,201144,Conley,M. Conley,0,0,0,,0,,,0,h,SUB: Dooling FOR Conley,Substitution,,0,0,100,0021201223
97,PT00M00.40S,1,1610612762,UTA,202324,Favors,D. Favors,12,0,1,Made,1,17.0,17.0,34,v,Favors 1' Layup (2 PTS) (Foye 2 AST),Made Shot,Layup Shot,0,2,101,0021201223
98,PT00M00.00S,1,0,,97,Grandison,R. Grandison,0,0,0,,0,,,0,,Support Ruling,Instant Replay,Support Ruling,0,0,102,0021201223
100,PT00M00.00S,1,0,,0,,,0,0,0,,0,17.0,17.0,34,,End of 1st Period (8:30 PM EST),period,end,0,0,103,0021201223
102,PT12M00.00S,2,0,,0,,,0,0,0,,0,17.0,17.0,34,,Start of 2nd Period (8:34 PM EST),period,start,0,0,104,0021201223
103,PT11M36.00S,2,1610612762,UTA,202324,Favors,D. Favors,58,20,6,Missed,1,,,0,v,MISS Favors 6' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,0,2,105,0021201223
104,PT11M35.00S,2,1610612762,UTA,200794,Millsap,P. Millsap,0,0,0,,0,,,0,v,Millsap REBOUND (Off:2 Def:3),Rebound,Unknown,0,0,106,0021201223
105,PT11M35.00S,2,0,,1610612762,,,0,0,0,,0,,,0,v,Jazz Turnover: Shot Clock (T#4),Turnover,Shot Clock Turnover,0,0,107,0021201223
106,PT11M23.00S,2,1610612763,MEM,202334,Davis,E. Davis,-62,25,7,Missed,1,,,0,h,MISS Davis 7' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,0,2,108,0021201223
107,PT11M21.00S,2,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors REBOUND (Off:1 Def:4),Rebound,Unknown,0,0,109,0021201223
108,PT11M10.00S,2,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors Bad Pass Turnover (P1.T5),Turnover,Bad Pass,0,0,110,0021201223
108,PT11M10.00S,2,1610612763,MEM,201573,Bayless,J. Bayless,0,0,0,,0,,,0,h,Bayless STEAL (1 STL),,,0,0,111,0021201223
109,PT10M53.00S,2,1610612763,MEM,201589,Arthur,D. Arthur,133,41,14,Missed,1,,,0,h,MISS Arthur 14' Jump Shot,Missed Shot,Jump Shot,0,2,112,0021201223
110,PT10M50.00S,2,1610612763,MEM,201589,Arthur,D. Arthur,0,0,0,,0,,,0,h,Arthur REBOUND (Off:1 Def:0),Rebound,Unknown,0,0,113,0021201223
111,PT10M49.00S,2,1610612762,UTA,101107,Williams,M. Williams,0,0,0,,0,,,0,v,Ma. Williams S.FOUL (P1.T1),Foul,Shooting,0,0,114,0021201223
112,PT10M49.00S,2,1610612763,MEM,201589,Arthur,D. Arthur,0,0,0,,0,,,0,h,MISS Arthur Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,0,0,115,0021201223
113,PT10M49.00S,2,0,,1610612763,,,0,0,0,,0,,,0,h,GRIZZLIES Rebound,Rebound,Normal Rebound,0,0,116,0021201223
114,PT10M49.00S,2,1610612763,MEM,201589,Arthur,D. Arthur,0,0,0,,0,18.0,17.0,35,h,Arthur Free Throw 2 of 2 (1 PTS),Free Throw,Free Throw 2 of 2,0,0,117,0021201223
116,PT10M28.00S,2,1610612762,UTA,202692,Burks,A. Burks,144,129,19,Missed,1,,,0,v,MISS Burks 19' Pullup Jump Shot,Missed Shot,Pullup Jump shot,0,2,118,0021201223
117,PT10M26.00S,2,1610612763,MEM,202334,Davis,E. Davis,0,0,0,,0,,,0,h,Davis REBOUND (Off:1 Def:2),Rebound,Unknown,0,0,119,0021201223
118,PT10M16.00S,2,1610612763,MEM,201573,Bayless,J. Bayless,-100,190,21,Missed,1,,,0,h,MISS Bayless 21' Jump Shot,Missed Shot,Jump Shot,0,2,120,0021201223
119,PT10M15.00S,2,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors REBOUND (Off:1 Def:5),Rebound,Unknown,0,0,121,0021201223
121,PT10M00.00S,2,1610612762,UTA,200794,Millsap,P. Millsap,62,48,8,Missed,1,,,0,v,MISS Millsap 8' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,0,2,122,0021201223
122,PT09M59.00S,2,1610612763,MEM,202334,Davis,E. Davis,0,0,0,,0,,,0,h,Davis REBOUND (Off:1 Def:3),Rebound,Unknown,0,0,123,0021201223
123,PT09M48.00S,2,1610612763,MEM,201589,Arthur,D. Arthur,48,168,17,Made,1,20.0,17.0,37,h,Arthur 17' Jump Shot (3 PTS) (Bayless 2 AST),Made Shot,Jump Shot,0,2,124,0021201223
124,PT09M25.00S,2,1610612763,MEM,201589,Arthur,D. Arthur,0,0,0,,0,,,0,h,Arthur P.FOUL (P1.T1),Foul,Personal,0,0,125,0021201223
125,PT09M09.00S,2,1610612762,UTA,200794,Millsap,P. Millsap,-155,80,17,Made,1,20.0,19.0,39,v,Millsap 17' Jump Shot (4 PTS) (Ma. Williams 1 AST),Made Shot,Jump Shot,0,2,126,0021201223
126,PT08M49.00S,2,1610612763,MEM,2039,Dooling,K. Dooling,-196,26,20,Made,1,22.0,19.0,41,h,Dooling 20' Step Back Jump Shot (2 PTS),Made Shot,Step Back Jump shot,0,2,127,0021201223
127,PT08M34.00S,2,1610612762,UTA,202692,Burks,A. Burks,42,12,4,Missed,1,,,0,v,MISS Burks 4' Driving Jump Shot,Missed Shot,Driving Jump shot,0,2,128,0021201223
128,PT08M32.00S,2,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors REBOUND (Off:2 Def:5),Rebound,Unknown,0,0,129,0021201223
129,PT08M31.00S,2,1610612762,UTA,202324,Favors,D. Favors,-19,6,2,Made,1,22.0,21.0,43,v,Favors 2' Reverse Layup (4 PTS),Made Shot,Reverse Layup Shot,0,2,130,0021201223
130,PT08M12.00S,2,1610612763,MEM,201589,Arthur,D. Arthur,47,200,21,Missed,1,,,0,h,MISS Arthur 21' Jump Shot,Missed Shot,Jump Shot,0,2,131,0021201223
131,PT08M11.00S,2,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors REBOUND (Off:2 Def:6),Rebound,Unknown,0,0,132,0021201223
132,PT08M02.00S,2,1610612762,UTA,101107,Williams,M. Williams,20,7,2,Made,1,22.0,23.0,45,v,Ma. Williams 2' Running Layup (2 PTS),Made Shot,Running Layup Shot,0,2,133,0021201223
133,PT07M58.00S,2,0,,1610612763,,,0,0,0,,0,,,0,h,GRIZZLIES Timeout: Regular (Full 2 Short 0),Timeout,Regular,0,0,134,0021201223
135,PT07M58.00S,2,0,,125,,,0,0,0,,0,,,0,,Support Ruling,Instant Replay,Support Ruling,0,0,135,0021201223
138,PT07M46.00S,2,1610612763,MEM,202334,Davis,E. Davis,-11,20,2,Missed,1,,,0,h,MISS Davis 2' Layup,Missed Shot,Layup Shot,0,2,136,0021201223
139,PT07M46.00S,2,0,,1610612762,,,0,0,0,,0,,,0,v,Jazz Rebound,Rebound,Unknown,0,0,137,0021201223
140,PT07M35.00S,2,1610612762,UTA,200794,Millsap,P. Millsap,1,1,0,Missed,1,,,0,v,MISS Millsap Layup,Missed Shot,Layup Shot,0,2,138,0021201223
141,PT07M32.00S,2,1610612762,UTA,202324,Favors,D. Favors,4,0,0,Missed,1,,,0,v,MISS Favors Tip Shot,Missed Shot,Tip Shot,0,2,140,0021201223
141,PT07M32.00S,2,1610612763,MEM,202334,Davis,E. Davis,0,0,0,,0,,,0,h,Davis BLOCK (2 BLK),,,0,2,141,0021201223
142,PT07M32.00S,2,1610612762,UTA,202324,Favors,D. Favors,0,0,0,,0,,,0,v,Favors REBOUND (Off:3 Def:6),Rebound,Unknown,0,0,139,0021201223
143,PT07M28.00S,2,1610612762,UTA,200794,Millsap,P. Millsap,0,0,0,,0,,,0,v,Millsap REBOUND (Off:3 Def:3),Rebound,Unknown,0,0,145,0021201223
144,PT07M18.00S,2,1610612762,UTA,202692,Burks,A. Burks,-141,88,17,Missed,1,,,0,v,MISS Burks 17' Pullup Jump Shot,Missed Shot,Pullup Jump shot,0,2,146,0021201223
145,PT07M15.00S,2,1610612763,MEM,202347,Pondexter,Q. Pondexter,0,0,0,,0,,,0,h,Pondexter REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,147,0021201223
